"DateTime","Players","Average Players"
"2025-05-02 00:00:00",125460,65007
"2025-05-03 00:00:00",117724,69739
"2025-05-04 00:00:00",112723,66462
"2025-05-05 00:00:00",102565,56622
"2025-05-06 00:00:00",94894,51849
"2025-05-07 00:00:00",92518,41361
"2025-05-08 00:00:00",79670,35620
"2025-05-09 00:00:00",79083,36420
"2025-05-10 00:00:00",85780,47785
"2025-05-11 00:00:00",72427,43192
"2025-05-12 00:00:00",58715,27765
"2025-05-13 00:00:00",54995,25693
"2025-05-14 00:00:00",50696,23460
"2025-05-15 00:00:00",46023,21292
"2025-05-16 00:00:00",48408,22716
"2025-05-17 00:00:00",55327,31305
"2025-05-18 00:00:00",48694,29432
"2025-05-19 00:00:00",41101,19410
"2025-05-20 00:00:00",41053,18909
"2025-05-21 00:00:00",47200,22060
"2025-05-22 00:00:00",39966,19019
"2025-05-23 00:00:00",39870,19538
"2025-05-24 00:00:00",43770,25641
"2025-05-25 00:00:00",38244,23845
"2025-05-26 00:00:00",31889,16511
"2025-05-27 00:00:00",31423,15221
"2025-05-28 00:00:00",99061,43392
"2025-05-29 00:00:00",66365,31072
"2025-05-30 00:00:00",53501,25840
"2025-05-31 00:00:00",52751,31091
"2025-06-01 00:00:00",43143,27288
"2025-06-02 00:00:00",35073,18076
"2025-06-03 00:00:00",32846,16221
"2025-06-04 00:00:00",36446,16932
"2025-06-05 00:00:00",30006,14705
"2025-06-06 00:00:00",29677,14727
"2025-06-07 00:00:00",32672,18579
"2025-06-08 00:00:00",28717,17692
"2025-06-09 00:00:00",23601,11612
"2025-06-10 00:00:00",22130,10736
"2025-06-11 00:00:00",22549,10919
"2025-06-12 00:00:00",19176,9492
"2025-06-13 00:00:00",20230,10020
"2025-06-14 00:00:00",22935,13387
"2025-06-15 00:00:00",20639,12820
"2025-06-16 00:00:00",17066,8531
"2025-06-17 00:00:00",16454,8172
"2025-06-18 00:00:00",19061,9296
"2025-06-19 00:00:00",16900,8599
"2025-06-20 00:00:00",16455,8443
"2025-06-21 00:00:00",18468,10865
"2025-06-22 00:00:00",17101,10686
"2025-06-23 00:00:00",14123,7195
"2025-06-24 00:00:00",13608,6860
"2025-06-25 00:00:00",13551,6788
"2025-06-26 00:00:00",13069,6624
"2025-06-27 00:00:00",17374,9010
"2025-06-28 00:00:00",19978,12073
"2025-06-29 00:00:00",19637,12530
"2025-06-30 00:00:00",133033,57731
"2025-07-01 00:00:00",87965,45463
"2025-07-02 00:00:00",68717,35272
"2025-07-03 00:00:00",57058,29587
"2025-07-04 00:00:00",58776,30459
"2025-07-05 00:00:00",61829,36753
"2025-07-06 00:00:00",54154,34399
"2025-07-07 00:00:00",40175,21652
"2025-07-08 00:00:00",36891,19334
"2025-07-09 00:00:00",41634,21467
"2025-07-10 00:00:00",37040,19460
"2025-07-11 00:00:00",37465,19412
"2025-07-12 00:00:00",41030,24829
"2025-07-13 00:00:00",36730,23804
"2025-07-14 00:00:00",29792,15860
"2025-07-15 00:00:00",27641,14366
"2025-07-16 00:00:00",25706,13842
"2025-07-17 00:00:00",22846,12301
"2025-07-18 00:00:00",24132,12713
"2025-07-19 00:00:00",28350,16954
"2025-07-20 00:00:00",27976,17572
"2025-07-21 00:00:00",22526,13255
"2025-07-22 00:00:00",22497,11922
"2025-07-23 00:00:00",69513,33601
"2025-07-24 00:00:00",52344,26240
"2025-07-25 00:00:00",48498,24597
"2025-07-26 00:00:00",49768,29529
"2025-07-27 00:00:00",43969,28041
"2025-07-28 00:00:00",35978,18650
"2025-07-29 00:00:00",39727,19603
"2025-07-30 00:00:00",35376,18337
"2025-07-31 00:00:00",30622,16350
"2025-08-01 00:00:00",32758,16872
"2025-08-02 00:00:00",35709,21397
"2025-08-03 00:00:00",31915,20697
"2025-08-04 00:00:00",25823,13825
"2025-08-05 00:00:00",24602,13144
"2025-08-06 00:00:00",22781,12199
"2025-08-07 00:00:00",20946,11253
"2025-08-08 00:00:00",21273,11573
"2025-08-09 00:00:00",23682,14668
"2025-08-10 00:00:00",23592,15276
"2025-08-11 00:00:00",21747,13067
"2025-08-12 00:00:00",23635,12742
"2025-08-13 00:00:00",71824,36908
"2025-08-14 00:00:00",56309,30363
"2025-08-15 00:00:00",53859,29805
"2025-08-16 00:00:00",55520,33102
"2025-08-17 00:00:00",51580,31858
"2025-08-18 00:00:00",45761,22059
"2025-08-19 00:00:00",44256,21275
"2025-08-20 00:00:00",46855,22218
"2025-08-21 00:00:00",42827,20532
"2025-08-22 00:00:00",44937,21861
"2025-08-23 00:00:00",50198,28845
"2025-08-24 00:00:00",45849,28082
"2025-08-25 00:00:00",38613,18492
"2025-08-26 00:00:00",36191,17216
"2025-08-27 00:00:00",44872,21095
"2025-08-28 00:00:00",35712,17255
"2025-08-29 00:00:00",35160,17278
"2025-08-30 00:00:00",38324,22016
"2025-08-31 00:00:00",34011,20827
"2025-09-01 00:00:00",28562,14322
"2025-09-02 00:00:00",27451,12937
"2025-09-03 00:00:00",29154,13473
"2025-09-04 00:00:00",26219,12117
"2025-09-05 00:00:00",26774,12635
"2025-09-06 00:00:00",30395,16951
"2025-09-07 00:00:00",27268,16374
"2025-09-08 00:00:00",23041,10601
"2025-09-09 00:00:00",22645,10307
"2025-09-10 00:00:00",22042,10183
"2025-09-11 00:00:00",20334,9357
"2025-09-12 00:00:00",20245,9815
"2025-09-13 00:00:00",24131,13097
"2025-09-14 00:00:00",23295,13700
"2025-09-15 00:00:00",19137,10463
"2025-09-16 00:00:00",18362,8455
"2025-09-17 00:00:00",19711,8926
"2025-09-18 00:00:00",18177,8332
"2025-09-19 00:00:00",18703,8790
"2025-09-20 00:00:00",21561,12102
"2025-09-21 00:00:00",20152,12006
"2025-09-22 00:00:00",18583,8830
"2025-09-23 00:00:00",18090,9694
"2025-09-24 00:00:00",17378,8471
"2025-09-25 00:00:00",20813,9926
"2025-09-26 00:00:00",23667,11706
"2025-09-27 00:00:00",31762,18199
"2025-09-28 00:00:00",35033,20985
"2025-09-29 00:00:00",127993,61927
"2025-09-30 00:00:00",114247,59699
"2025-10-01 00:00:00",108339,56879
"2025-10-02 00:00:00",101286,53006
"2025-10-03 00:00:00",102782,54600
"2025-10-04 00:00:00",110683,67288
"2025-10-05 00:00:00",100224,64024
"2025-10-06 00:00:00",83997,45436
"2025-10-07 00:00:00",79257,39808
"2025-10-08 00:00:00",77298,39705
"2025-10-09 00:00:00",70170,35273
"2025-10-10 00:00:00",70549,35552
"2025-10-11 00:00:00",75524,43668
"2025-10-12 00:00:00",72880,43583
"2025-10-13 00:00:00",58532,33095
"2025-10-14 00:00:00",53074,25410
"2025-10-15 00:00:00",49234,23426
"2025-10-16 00:00:00",44007,21447
"2025-10-17 00:00:00",47193,22896
"2025-10-18 00:00:00",52390,29858
"2025-10-19 00:00:00",48061,29207
"2025-10-20 00:00:00",39688,19813
"2025-10-21 00:00:00",39899,19450
"2025-10-22 00:00:00",78077,38299
"2025-10-23 00:00:00",63675,31913
"2025-10-24 00:00:00",61769,31944
"2025-10-25 00:00:00",63484,38125
"2025-10-26 00:00:00",57559,36442
"2025-10-27 00:00:00",46857,24078
"2025-10-28 00:00:00",43631,21804
"2025-10-29 00:00:00",43368,22138
"2025-10-30 00:00:00",39375,19990
"2025-10-31 00:00:00",40492,20556
"2025-11-01 00:00:00",45433,26738
"2025-11-02 00:00:00",44538,27661
"2025-11-03 00:00:00",36451,21094
"2025-11-04 00:00:00",34460,17544
"2025-11-05 00:00:00",31753,16404
"2025-11-06 00:00:00",30850,15692
"2025-11-07 00:00:00",32596,17084
"2025-11-08 00:00:00",36977,22619
"2025-11-09 00:00:00",34478,22581
"2025-11-10 00:00:00",30504,16119
"2025-11-11 00:00:00",30763,16379
"2025-11-12 00:00:00",29465,15273
"2025-11-13 00:00:00",28450,14853
"2025-11-14 00:00:00",29323,15711
"2025-11-15 00:00:00",33046,20117
"2025-11-16 00:00:00",30444,19868
"2025-11-17 00:00:00",25348,13607
"2025-11-18 00:00:00",25842,13025
"2025-11-19 00:00:00",24880,12890
"2025-11-20 00:00:00",23161,12108
"2025-11-21 00:00:00",24228,13045
"2025-11-22 00:00:00",27864,17126
"2025-11-23 00:00:00",28212,17730
"2025-11-24 00:00:00",22881,13493
"2025-11-25 00:00:00",21528,11457
"2025-11-26 00:00:00",24163,12481
"2025-11-27 00:00:00",22012,11915
"2025-11-28 00:00:00",22950,12434
"2025-11-29 00:00:00",26549,16172
"2025-11-30 00:00:00",24233,15986
"2025-12-01 00:00:00",20519,10994
"2025-12-02 00:00:00",20270,10612
"2025-12-03 00:00:00",20080,10423
"2025-12-04 00:00:00",18767,9806
"2025-12-05 00:00:00",19809,10604
"2025-12-06 00:00:00",23400,14187
"2025-12-07 00:00:00",22539,14647
"2025-12-08 00:00:00",19384,10435
"2025-12-09 00:00:00",19275,10211
"2025-12-10 00:00:00",19081,10039
"2025-12-11 00:00:00",21725,11065
"2025-12-12 00:00:00",25369,13298
"2025-12-13 00:00:00",31612,19523
"2025-12-14 00:00:00",32794,21313
"2025-12-15 00:00:00",31829,16937
"2025-12-16 00:00:00",123046,59774
"2025-12-17 00:00:00",99365,53390
"2025-12-18 00:00:00",90788,48013
"2025-12-19 00:00:00",99090,54853
"2025-12-20 00:00:00",106415,66634
"2025-12-21 00:00:00",100752,65533
"2025-12-22 00:00:00",90389,48440
"2025-12-23 00:00:00",85090,46283
"2025-12-24 00:00:00",91836,52372
"2025-12-25 00:00:00",80110,47064
"2025-12-26 00:00:00",80217,46295
"2025-12-27 00:00:00",80012,52492
"2025-12-28 00:00:00",77983,52118
"2025-12-29 00:00:00",69908,43655
"2025-12-30 00:00:00",65610,41542
"2025-12-31 00:00:00",56193,38352
"2026-01-01 00:00:00",64090,43091
"2026-01-02 00:00:00",63487,42542
"2026-01-03 00:00:00",65406,44152
"2026-01-04 00:00:00",62982,42221
"2026-01-05 00:00:00",54683,32215
"2026-01-06 00:00:00",53597,30528
"2026-01-07 00:00:00",53207,30248
"2026-01-08 00:00:00",49689,28280
"2026-01-09 00:00:00",52434,29571
"2026-01-10 00:00:00",56940,37078
"2026-01-11 00:00:00",57164,37983
"2026-01-12 00:00:00",45400,28485
"2026-01-13 00:00:00",43301,24266
"2026-01-14 00:00:00",40232,22561
"2026-01-15 00:00:00",36613,20993
"2026-01-16 00:00:00",38083,22022
"2026-01-17 00:00:00",44375,28720
"2026-01-18 00:00:00",41839,28776
"2026-01-19 00:00:00",34896,20901
"2026-01-20 00:00:00",33693,19306
"2026-01-21 00:00:00",32817,18437
"2026-01-22 00:00:00",27445,15892
"2026-01-23 00:00:00",28443,16401
"2026-01-24 00:00:00",33174,21553
"2026-01-25 00:00:00",30635,21778
"2026-01-26 00:00:00",24952,15275
"2026-01-27 00:00:00",24383,14078
"2026-01-28 00:00:00",30073,17126
"2026-01-29 00:00:00",27608,16736
"2026-01-30 00:00:00",28905,17353
"2026-01-31 00:00:00",33929,22498
"2026-02-01 00:00:00",32148,22856
"2026-02-02 00:00:00",25879,16082
"2026-02-03 00:00:00",25229,15286
"2026-02-04 00:00:00",24761,15004
"2026-02-05 00:00:00",22995,14093
"2026-02-06 00:00:00",23229,14181
"2026-02-07 00:00:00",27901,18706
"2026-02-08 00:00:00",26637,19246
"2026-02-09 00:00:00",21093,13298
"2026-02-10 00:00:00",24933,14771
"2026-02-11 00:00:00",24789,16484
"2026-02-12 00:00:00",23906,14947
"2026-02-13 00:00:00",25690,16387
"2026-02-14 00:00:00",31979,21906
"2026-02-15 00:00:00",33086,24133
"2026-02-16 00:00:00",27925,20526
"2026-02-17 00:00:00",29757,20581
"2026-02-18 00:00:00",78023,46183
"2026-02-19 00:00:00",70857,46047
"2026-02-20 00:00:00",72471,44878
"2026-02-21 00:00:00",82302,56150
"2026-02-22 00:00:00",85553,59250
"2026-02-23 00:00:00",71659,49461
"2026-02-24 00:00:00",68618,42107
"2026-02-25 00:00:00",70871,42742
"2026-02-26 00:00:00",66125,39968
"2026-02-27 00:00:00",62277,38441
"2026-02-28 00:00:00",78015,50307
"2026-03-01 00:00:00",72242,49765
"2026-03-02 00:00:00",59333,35632
"2026-03-03 00:00:00",57105,32840
"2026-03-04 00:00:00",66153,36657
"2026-03-05 00:00:00",57969,32701
"2026-03-06 00:00:00",57492,32638
"2026-03-07 00:00:00",63658,40971
"2026-03-08 00:00:00",59470,40496
"2026-03-09 00:00:00",49353,27752
"2026-03-10 00:00:00",47169,26034
"2026-03-11 00:00:00",44899,24966
"2026-03-12 00:00:00",46950,25891
"2026-03-13 00:00:00",41096,24697
"2026-03-14 00:00:00",50645,31868
"2026-03-15 00:00:00",47727,31781
"2026-03-16 00:00:00",39155,22228
"2026-03-17 00:00:00",37759,20935
"2026-03-18 00:00:00",36587,20143
"2026-03-19 00:00:00",39330,21468
"2026-03-20 00:00:00",38058,22273
"2026-03-21 00:00:00",41300,25886
"2026-03-22 00:00:00",39927,26181
"2026-03-23 00:00:00",34077,18403
"2026-03-24 00:00:00",33212,17594
"2026-03-25 00:00:00",31842,16841
"2026-03-26 00:00:00",28802,15574
"2026-03-27 00:00:00",29642,16302
"2026-03-28 00:00:00",34353,21165
"2026-03-29 00:00:00",32831,21229
"2026-03-30 00:00:00",27681,15068
"2026-03-31 00:00:00",27278,14666
"2026-04-01 00:00:00",26265,14223
"2026-04-02 00:00:00",26508,14223
"2026-04-03 00:00:00",29849,16615
"2026-04-04 00:00:00",32186,20525
"2026-04-05 00:00:00",30849,20912
"2026-04-06 00:00:00",29568,17196
"2026-04-07 00:00:00",27109,14696
"2026-04-08 00:00:00",26675,14339
"2026-04-09 00:00:00",26002,14065
"2026-04-10 00:00:00",27225,15052
"2026-04-11 00:00:00",31163,19409
"2026-04-12 00:00:00",30413,19909
"2026-04-13 00:00:00",25608,14047
"2026-04-14 00:00:00",25286,13628
"2026-04-15 00:00:00",24790,13240
"2026-04-16 00:00:00",23938,12798
"2026-04-17 00:00:00",23429,13026
"2026-04-18 00:00:00",26670,16590
"2026-04-19 00:00:00",25549,16745
"2026-04-20 00:00:00",21415,11686
"2026-04-21 00:00:00",20990,11356
"2026-04-22 00:00:00",21444,11547
"2026-04-23 00:00:00",20901,11225
"2026-04-24 00:00:00",21133,11659
"2026-04-25 00:00:00",24010,14978
"2026-04-26 00:00:00",23483,15169
"2026-04-27 00:00:00",19255,10571
"2026-04-28 00:00:00",19178,10259
"2026-04-29 00:00:00",17991,10527
"2026-04-30 00:00:00",17072,9741
"2026-05-01 00:00:00",18998,11574
"2026-05-02 00:00:00",19477,12486
"2026-05-03 00:00:00",20251,13159
"2026-05-04 00:00:00",18317,11333
"2026-05-05 00:00:00",18316,11109
"2026-05-06 00:00:00",17477,9972
"2026-05-07 00:00:00",16905,9046
"2026-05-08 00:00:00",18056,9665
"2026-05-09 00:00:00",20362,11993
"2026-05-10 00:00:00",19167,12264
"2026-05-11 00:00:00",16387,8788
"2026-05-12 00:00:00",16016,8471
"2026-05-13 00:00:00",16146,8574
"2026-05-14 00:00:00",16421,8686
"2026-05-15 00:00:00",16340,8867
"2026-05-16 00:00:00",7623,11125
"2026-05-16 01:00:00",8822,
"2026-05-16 02:00:00",9839,
"2026-05-16 03:00:00",10034,
"2026-05-16 04:00:00",10289,
"2026-05-16 05:00:00",10779,
"2026-05-16 06:00:00",11156,
"2026-05-16 07:00:00",11532,
"2026-05-16 08:00:00",11582,
"2026-05-16 09:00:00",11504,
"2026-05-16 10:00:00",11121,
"2026-05-16 11:00:00",13080,
"2026-05-16 12:00:00",15923,
"2026-05-16 13:00:00",18114,
"2026-05-16 14:00:00",18332,
"2026-05-16 15:00:00",17931,
"2026-05-16 16:00:00",15620,
"2026-05-16 17:00:00",13028,
"2026-05-16 18:00:00",10737,
"2026-05-16 19:00:00",9465,
"2026-05-16 20:00:00",8683,
"2026-05-16 21:00:00",8103,
"2026-05-16 22:00:00",7590,
"2026-05-16 23:00:00",7560,
"2026-05-17 00:00:00",8505,11355
"2026-05-17 01:00:00",9701,
"2026-05-17 02:00:00",10866,
"2026-05-17 03:00:00",11183,
"2026-05-17 04:00:00",11808,
"2026-05-17 05:00:00",12632,
"2026-05-17 06:00:00",13039,
"2026-05-17 07:00:00",13177,
"2026-05-17 08:00:00",13291,
"2026-05-17 09:00:00",13077,
"2026-05-17 10:00:00",12336,
"2026-05-17 11:00:00",14030,
"2026-05-17 12:00:00",16623,
"2026-05-17 13:00:00",17796,
"2026-05-17 14:00:00",17663,
"2026-05-17 15:00:00",16093,
"2026-05-17 16:00:00",13089,
"2026-05-17 17:00:00",10932,
"2026-05-17 18:00:00",9393,
"2026-05-17 19:00:00",8826,
"2026-05-17 20:00:00",8246,
"2026-05-17 21:00:00",7515,
"2026-05-17 22:00:00",6843,
"2026-05-17 23:00:00",6557,
"2026-05-18 00:00:00",6726,8260
"2026-05-18 01:00:00",7061,
"2026-05-18 02:00:00",7277,
"2026-05-18 03:00:00",7261,
"2026-05-18 04:00:00",7154,
"2026-05-18 05:00:00",7099,
"2026-05-18 06:00:00",6619,
"2026-05-18 07:00:00",6672,
"2026-05-18 08:00:00",6979,
"2026-05-18 09:00:00",7348,
"2026-05-18 10:00:00",8564,
"2026-05-18 11:00:00",10974,
"2026-05-18 12:00:00",13786,
"2026-05-18 13:00:00",15195,
"2026-05-18 14:00:00",15210,
"2026-05-18 15:00:00",13943,
"2026-05-18 16:00:00",11023,
"2026-05-18 17:00:00",8890,
"2026-05-18 18:00:00",7811,
"2026-05-18 19:00:00",7288,
"2026-05-18 20:00:00",7017,
"2026-05-18 21:00:00",6439,
"2026-05-18 22:00:00",5787,
"2026-05-18 23:00:00",5753,
"2026-05-19 00:00:00",6332,8006
"2026-05-19 01:00:00",6759,
"2026-05-19 02:00:00",6941,
"2026-05-19 03:00:00",6953,
"2026-05-19 04:00:00",6773,
"2026-05-19 05:00:00",6765,
"2026-05-19 06:00:00",6491,
"2026-05-19 07:00:00",6532,
"2026-05-19 08:00:00",6932,
"2026-05-19 09:00:00",7325,
"2026-05-19 10:00:00",8470,
"2026-05-19 11:00:00",10851,
"2026-05-19 12:00:00",13538,
"2026-05-19 13:00:00",14885,
"2026-05-19 14:00:00",14935,
"2026-05-19 15:00:00",13864,
"2026-05-19 16:00:00",11082,
"2026-05-19 17:00:00",8853,
"2026-05-19 18:00:00",7369,
"2026-05-19 19:00:00",6815,
"2026-05-19 20:00:00",6537,
"2026-05-19 21:00:00",6150,
"2026-05-19 22:00:00",5580,
"2026-05-19 23:00:00",5319,
"2026-05-20 00:00:00",6119,7749
"2026-05-20 01:00:00",6665,
"2026-05-20 02:00:00",6908,
"2026-05-20 03:00:00",6878,
"2026-05-20 04:00:00",6906,
"2026-05-20 05:00:00",6895,
"2026-05-20 06:00:00",6526,
"2026-05-20 07:00:00",6486,
"2026-05-20 08:00:00",6779,
"2026-05-20 09:00:00",7115,
"2026-05-20 10:00:00",8190,
"2026-05-20 11:00:00",10425,
"2026-05-20 12:00:00",12916,
"2026-05-20 13:00:00",14463,
"2026-05-20 14:00:00",14512,
"2026-05-20 15:00:00",13244,
"2026-05-20 16:00:00",10572,
"2026-05-20 17:00:00",8276,
"2026-05-20 18:00:00",6986,
"2026-05-20 19:00:00",6529,
"2026-05-20 20:00:00",6308,
"2026-05-20 21:00:00",5792,
"2026-05-20 22:00:00",5236,
"2026-05-20 23:00:00",5395,
"2026-05-21 00:00:00",6018,7758
"2026-05-21 01:00:00",6433,
"2026-05-21 02:00:00",6815,
"2026-05-21 03:00:00",6883,
"2026-05-21 04:00:00",6804,
"2026-05-21 05:00:00",6693,
"2026-05-21 06:00:00",6369,
"2026-05-21 07:00:00",6352,
"2026-05-21 08:00:00",6628,
"2026-05-21 09:00:00",6921,
"2026-05-21 10:00:00",8068,
"2026-05-21 11:00:00",10197,
"2026-05-21 12:00:00",12981,
"2026-05-21 13:00:00",14516,
"2026-05-21 14:00:00",14459,
"2026-05-21 15:00:00",13616,
"2026-05-21 16:00:00",10580,
"2026-05-21 17:00:00",8455,
"2026-05-21 18:00:00",7227,
"2026-05-21 19:00:00",6676,
"2026-05-21 20:00:00",6275,
"2026-05-21 21:00:00",5865,
"2026-05-21 22:00:00",5291,
"2026-05-21 23:00:00",5325,
"2026-05-22 00:00:00",5911,8332
"2026-05-22 01:00:00",6437,
"2026-05-22 02:00:00",6749,
"2026-05-22 03:00:00",6733,
"2026-05-22 04:00:00",6759,
"2026-05-22 05:00:00",6716,
"2026-05-22 06:00:00",6495,
"2026-05-22 07:00:00",6586,
"2026-05-22 08:00:00",6862,
"2026-05-22 09:00:00",6974,
"2026-05-22 10:00:00",7991,
"2026-05-22 11:00:00",10050,
"2026-05-22 12:00:00",12836,
"2026-05-22 13:00:00",15100,
"2026-05-22 14:00:00",15849,
"2026-05-22 15:00:00",15619,
"2026-05-22 16:00:00",13223,
"2026-05-22 17:00:00",10610,
"2026-05-22 18:00:00",8662,
"2026-05-22 19:00:00",7631,
"2026-05-22 20:00:00",7054,
"2026-05-22 21:00:00",6690,
"2026-05-22 22:00:00",6322,
"2026-05-22 23:00:00",6394,
"2026-05-23 00:00:00",7201,10601
"2026-05-23 01:00:00",8361,
"2026-05-23 02:00:00",9266,
"2026-05-23 03:00:00",9533,
"2026-05-23 04:00:00",10122,
"2026-05-23 05:00:00",10625,
"2026-05-23 06:00:00",11053,
"2026-05-23 07:00:00",11057,
"2026-05-23 08:00:00",11126,
"2026-05-23 09:00:00",11093,
"2026-05-23 10:00:00",10820,
"2026-05-23 11:00:00",12474,
"2026-05-23 12:00:00",15086,
"2026-05-23 13:00:00",16872,
"2026-05-23 14:00:00",17090,
"2026-05-23 15:00:00",16712,
"2026-05-23 16:00:00",14744,
"2026-05-23 17:00:00",12172,
"2026-05-23 18:00:00",10036,
"2026-05-23 19:00:00",8740,
"2026-05-23 20:00:00",8205,
"2026-05-23 21:00:00",7834,
"2026-05-23 22:00:00",7407,
"2026-05-23 23:00:00",7166,
"2026-05-24 00:00:00",8044,10976
"2026-05-24 01:00:00",9276,
"2026-05-24 02:00:00",10376,
"2026-05-24 03:00:00",10814,
"2026-05-24 04:00:00",11559,
"2026-05-24 05:00:00",12253,
"2026-05-24 06:00:00",12810,
"2026-05-24 07:00:00",13025,
"2026-05-24 08:00:00",13012,
"2026-05-24 09:00:00",12684,
"2026-05-24 10:00:00",11918,
"2026-05-24 11:00:00",13369,
"2026-05-24 12:00:00",15584,
"2026-05-24 13:00:00",16681,
"2026-05-24 14:00:00",16636,
"2026-05-24 15:00:00",15297,
"2026-05-24 16:00:00",12666,
"2026-05-24 17:00:00",10403,
"2026-05-24 18:00:00",9193,
"2026-05-24 19:00:00",8517,
"2026-05-24 20:00:00",8104,
"2026-05-24 21:00:00",7686,
"2026-05-24 22:00:00",7137,
"2026-05-24 23:00:00",6708,
"2026-05-25 00:00:00",6898,8791
"2026-05-25 01:00:00",7257,
"2026-05-25 02:00:00",7623,
"2026-05-25 03:00:00",7578,
"2026-05-25 04:00:00",7696,
"2026-05-25 05:00:00",7737,
"2026-05-25 06:00:00",7554,
"2026-05-25 07:00:00",7461,
"2026-05-25 08:00:00",7905,
"2026-05-25 09:00:00",8205,
"2026-05-25 10:00:00",9178,
"2026-05-25 11:00:00",11592,
"2026-05-25 12:00:00",14382,
"2026-05-25 13:00:00",15687,
"2026-05-25 14:00:00",15704,
"2026-05-25 15:00:00",14368,
"2026-05-25 16:00:00",11506,
"2026-05-25 17:00:00",9402,
"2026-05-25 18:00:00",8241,
"2026-05-25 19:00:00",7743,
"2026-05-25 20:00:00",7516,
"2026-05-25 21:00:00",6908,
"2026-05-25 22:00:00",6412,
"2026-05-25 23:00:00",6100,
"2026-05-26 00:00:00",6522,7896
"2026-05-26 01:00:00",6801,
"2026-05-26 02:00:00",7031,
"2026-05-26 03:00:00",6987,
"2026-05-26 04:00:00",6971,
"2026-05-26 05:00:00",6920,
"2026-05-26 06:00:00",6514,
"2026-05-26 07:00:00",6458,
"2026-05-26 08:00:00",6861,
"2026-05-26 09:00:00",7267,
"2026-05-26 10:00:00",8301,
"2026-05-26 11:00:00",10810,
"2026-05-26 12:00:00",13512,
"2026-05-26 13:00:00",14829,
"2026-05-26 14:00:00",14767,
"2026-05-26 15:00:00",13381,
"2026-05-26 16:00:00",10456,
"2026-05-26 17:00:00",8333,
"2026-05-26 18:00:00",7074,
"2026-05-26 19:00:00",6537,
"2026-05-26 20:00:00",6232,
"2026-05-26 21:00:00",5701,
"2026-05-26 22:00:00",5355,
"2026-05-26 23:00:00",5462,
"2026-05-27 00:00:00",6169,7842
"2026-05-27 01:00:00",6588,
"2026-05-27 02:00:00",7024,
"2026-05-27 03:00:00",6975,
"2026-05-27 04:00:00",7065,
"2026-05-27 05:00:00",7065,
"2026-05-27 06:00:00",6697,
"2026-05-27 07:00:00",6720,
"2026-05-27 08:00:00",6956,
"2026-05-27 09:00:00",7235,
"2026-05-27 10:00:00",8033,
"2026-05-27 11:00:00",10360,
"2026-05-27 12:00:00",13120,
"2026-05-27 13:00:00",14482,
"2026-05-27 14:00:00",14575,
"2026-05-27 15:00:00",13267,
"2026-05-27 16:00:00",10457,
"2026-05-27 17:00:00",8236,
"2026-05-27 18:00:00",7078,
